[01.12.2016 12:12:52,146] [main] INFO  CostEstimationFitness  - i: 176; j: 15
[01.12.2016 12:12:52,153] [main] INFO  CostEstimationFitness  - i: 183; j: 14
[01.12.2016 12:12:52,153] [main] INFO  CostEstimationFitness  - i: 183; j: 15
[01.12.2016 12:12:52,153] [main] INFO  CostEstimationFitness  - i: 184; j: 1
[01.12.2016 12:12:52,153] [main] INFO  CostEstimationFitness  - i: 184; j: 2
[01.12.2016 12:12:52,153] [main] INFO  CostEstimationFitness  - i: 184; j: 3
[01.12.2016 12:12:52,153] [main] INFO  CostEstimationFitness  - i: 184; j: 4
[01.12.2016 12:12:52,153] [main] INFO  CostEstimationFitness  - i: 184; j: 5
[01.12.2016 12:12:52,153] [main] INFO  CostEstimationFitness  - i: 184; j: 6
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 184; j: 7
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 184; j: 8
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 184; j: 9
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 184; j: 10
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 184; j: 11
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 184; j: 12
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 184; j: 13
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 184; j: 14
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 184; j: 15
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 185; j: 1
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 185; j: 2
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 185; j: 3
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 185; j: 4
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 185; j: 5
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 185; j: 6
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 185; j: 7
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 185; j: 8
[01.12.2016 12:12:52,154] [main] INFO  CostEstimationFitness  - i: 185; j: 9
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 185; j: 10
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 185; j: 11
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 185; j: 12
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 185; j: 13
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 185; j: 14
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 185; j: 15
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 1
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 2
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 3
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 4
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 5
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 6
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 7
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 8
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 9
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 10
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 11
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 12
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 13
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 14
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 186; j: 15
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 187; j: 1
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 187; j: 2
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 187; j: 3
[01.12.2016 12:12:52,155] [main] INFO  CostEstimationFitness  - i: 187; j: 4
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 5
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 6
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 7
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 8
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 9
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 10
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 11
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 12
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 13
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 14
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 187; j: 15
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 1
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 2
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 3
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 4
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 5
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 6
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 7
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 8
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 9
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 10
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 11
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 12
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 13
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 14
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 188; j: 15
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 189; j: 1
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 189; j: 2
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 189; j: 3
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 189; j: 4
[01.12.2016 12:12:52,156] [main] INFO  CostEstimationFitness  - i: 189; j: 5
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 6
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 7
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 8
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 9
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 10
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 11
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 12
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 13
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 14
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 189; j: 15
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 1
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 2
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 3
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 4
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 5
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 6
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 7
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 8
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 9
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 10
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 11
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 12
[01.12.2016 12:12:52,157] [main] INFO  CostEstimationFitness  - i: 190; j: 13
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 190; j: 14
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 190; j: 15
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 1
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 2
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 3
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 4
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 5
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 6
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 7
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 8
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 9
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 10
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 11
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 12
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 13
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 14
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 191; j: 15
[01.12.2016 12:12:52,158] [main] INFO  CostEstimationFitness  - i: 192; j: 1
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 2
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 3
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 4
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 5
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 6
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 7
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 8
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 9
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 10
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 11
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 12
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 13
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 14
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 192; j: 15
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 193; j: 1
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 193; j: 2
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 193; j: 3
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 193; j: 4
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 193; j: 5
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 193; j: 6
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 193; j: 7
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 193; j: 8
[01.12.2016 12:12:52,159] [main] INFO  CostEstimationFitness  - i: 193; j: 9
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 193; j: 10
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 193; j: 11
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 193; j: 12
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 193; j: 13
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 193; j: 14
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 193; j: 15
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 1
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 2
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 3
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 4
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 5
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 6
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 7
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 8
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 9
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 10
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 11
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 12
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 13
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 14
[01.12.2016 12:12:52,160] [main] INFO  CostEstimationFitness  - i: 194; j: 15
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 1
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 2
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 3
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 4
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 5
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 6
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 7
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 8
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 9
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 10
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 11
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 12
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 13
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 14
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 195; j: 15
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 196; j: 1
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 196; j: 2
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 196; j: 3
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 196; j: 4
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 196; j: 5
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 196; j: 6
[01.12.2016 12:12:52,161] [main] INFO  CostEstimationFitness  - i: 196; j: 7
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 196; j: 8
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 196; j: 9
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 196; j: 10
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 196; j: 11
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 196; j: 12
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 196; j: 13
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 196; j: 14
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 196; j: 15
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 1
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 2
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 3
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 4
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 5
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 6
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 7
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 8
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 9
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 10
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 11
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 12
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 13
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 14
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 197; j: 15
[01.12.2016 12:12:52,162] [main] INFO  CostEstimationFitness  - i: 198; j: 1
